customer_id,age,income,credit_score,account_balance,tenure_months,num_products,active_investment,has_mortgage,has_loan,has_credit_card,segment,risk_profile,total_assets,monthly_expenses,last_interaction_days,has_premium_credit_card,recommend_premium_credit_card,has_mortgage_refinance,recommend_mortgage_refinance,has_investment_account,recommend_investment_account,has_high_yield_savings,recommend_high_yield_savings,has_personal_loan,recommend_personal_loan,monthly_income,debt_to_income,savings_ratio,customer_description
499,36,86593.34,395,20014.49,14,2,1,1,1,1,Senior,Conservative,41216.66,5697.84,99,0,35,0,51,0,62,1,0,1,0,7216.11,0.52,0.21,"Customer Profile:
Age: 36
Income: $86593.34 yearly ($7216.11 monthly)
Credit Score: 395
Account Balance: $20014.49
Total Assets: $41216.66
Monthly Expenses: $5697.84
Savings Ratio: 0.21
Debt-to-Income Ratio: 0.52
Tenure: 14 months
Current Products: 2
Customer Segment: Senior
Risk Profile: Conservative
Last Interaction: 99 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: No
High Yield Savings: Yes
Personal Loan: Yes
"
500,72,83917.88,386,2301.72,57,3,0,1,1,0,Senior,Aggressive,214171.18,4012.36,60,1,0,0,82,0,53,0,99,0,31,6993.16,0.48,0.43,"Customer Profile:
Age: 72
Income: $83917.88 yearly ($6993.16 monthly)
Credit Score: 386
Account Balance: $2301.72
Total Assets: $214171.18
Monthly Expenses: $4012.36
Savings Ratio: 0.43
Debt-to-Income Ratio: 0.48
Tenure: 57 months
Current Products: 3
Customer Segment: Senior
Risk Profile: Aggressive
Last Interaction: 60 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: No
High Yield Savings: No
Personal Loan: No
"
501,43,151415.22,446,25370.7,157,4,0,1,1,1,Senior,Moderate,2586.23,2249.09,22,0,49,1,0,1,0,1,0,0,12,12617.94,0.21,0.7,"Customer Profile:
Age: 43
Income: $151415.22 yearly ($12617.94 monthly)
Credit Score: 446
Account Balance: $25370.70
Total Assets: $2586.23
Monthly Expenses: $2249.09
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.21
Tenure: 157 months
Current Products: 4
Customer Segment: Senior
Risk Profile: Moderate
Last Interaction: 22 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: No
"
502,25,48389.88,420,9542.65,107,1,0,0,1,0,Premium,Moderate,543343.13,4524.49,73,1,0,0,46,1,0,1,0,0,45,4032.49,0.52,0.0,"Customer Profile:
Age: 25
Income: $48389.88 yearly ($4032.49 monthly)
Credit Score: 420
Account Balance: $9542.65
Total Assets: $543343.13
Monthly Expenses: $4524.49
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.52
Tenure: 107 months
Current Products: 1
Customer Segment: Premium
Risk Profile: Moderate
Last Interaction: 73 days ago
Active Investment: No
Has Mortgage: No
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: No
"
503,71,37967.35,637,9737.05,163,2,0,1,0,0,Student,Moderate,66466.7,578.2,4,0,0,1,0,1,0,0,65,0,32,3163.95,0.27,0.7,"Customer Profile:
Age: 71
Income: $37967.35 yearly ($3163.95 monthly)
Credit Score: 637
Account Balance: $9737.05
Total Assets: $66466.70
Monthly Expenses: $578.20
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.27
Tenure: 163 months
Current Products: 2
Customer Segment: Student
Risk Profile: Moderate
Last Interaction: 4 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: No
Personal Loan: No
"
504,62,80489.66,810,3348.47,203,1,0,0,0,0,Senior,Conservative,38139.21,5686.62,32,1,0,0,44,0,99,1,0,1,0,6707.47,0.53,0.15,"Customer Profile:
Age: 62
Income: $80489.66 yearly ($6707.47 monthly)
Credit Score: 810
Account Balance: $3348.47
Total Assets: $38139.21
Monthly Expenses: $5686.62
Savings Ratio: 0.15
Debt-to-Income Ratio: 0.53
Tenure: 203 months
Current Products: 1
Customer Segment: Senior
Risk Profile: Conservative
Last Interaction: 32 days ago
Active Investment: No
Has Mortgage: No
Has Loan: No
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: No
High Yield Savings: Yes
Personal Loan: Yes
"
505,78,52378.83,533,11452.84,130,1,1,1,0,0,Premium,Very Aggressive,68245.19,3587.7,82,0,94,1,0,1,0,0,77,0,80,4364.9,0.14,0.18,"Customer Profile:
Age: 78
Income: $52378.83 yearly ($4364.90 monthly)
Credit Score: 533
Account Balance: $11452.84
Total Assets: $68245.19
Monthly Expenses: $3587.70
Savings Ratio: 0.18
Debt-to-Income Ratio: 0.14
Tenure: 130 months
Current Products: 1
Customer Segment: Premium
Risk Profile: Very Aggressive
Last Interaction: 82 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: No
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: No
Personal Loan: No
"
506,76,28233.87,340,16946.98,47,4,0,0,0,1,Standard,Moderate,6471.17,3010.66,76,1,0,1,0,1,0,0,59,0,79,2352.82,0.3,0.0,"Customer Profile:
Age: 76
Income: $28233.87 yearly ($2352.82 monthly)
Credit Score: 340
Account Balance: $16946.98
Total Assets: $6471.17
Monthly Expenses: $3010.66
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.30
Tenure: 47 months
Current Products: 4
Customer Segment: Standard
Risk Profile: Moderate
Last Interaction: 76 days ago
Active Investment: No
Has Mortgage: No
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: No
Personal Loan: No
"
507,65,81720.38,469,2029.88,139,2,0,0,1,1,Standard,Aggressive,43938.15,4318.89,72,1,0,1,0,0,91,1,0,1,0,6810.03,0.56,0.37,"Customer Profile:
Age: 65
Income: $81720.38 yearly ($6810.03 monthly)
Credit Score: 469
Account Balance: $2029.88
Total Assets: $43938.15
Monthly Expenses: $4318.89
Savings Ratio: 0.37
Debt-to-Income Ratio: 0.56
Tenure: 139 months
Current Products: 2
Customer Segment: Standard
Risk Profile: Aggressive
Last Interaction: 72 days ago
Active Investment: No
Has Mortgage: No
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: Yes
Personal Loan: Yes
"
508,19,119058.39,780,5278.24,237,2,1,1,0,1,Standard,Very Aggressive,41776.58,3121.22,79,1,0,1,0,0,9,1,0,1,0,9921.53,0.33,0.69,"Customer Profile:
Age: 19
Income: $119058.39 yearly ($9921.53 monthly)
Credit Score: 780
Account Balance: $5278.24
Total Assets: $41776.58
Monthly Expenses: $3121.22
Savings Ratio: 0.69
Debt-to-Income Ratio: 0.33
Tenure: 237 months
Current Products: 2
Customer Segment: Standard
Risk Profile: Very Aggressive
Last Interaction: 79 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: Yes
Personal Loan: Yes
"
509,73,60690.14,495,14325.88,238,3,1,1,1,0,Basic,Conservative,1089.11,6633.47,44,0,42,0,67,0,98,0,18,1,0,5057.51,0.49,0.0,"Customer Profile:
Age: 73
Income: $60690.14 yearly ($5057.51 monthly)
Credit Score: 495
Account Balance: $14325.88
Total Assets: $1089.11
Monthly Expenses: $6633.47
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.49
Tenure: 238 months
Current Products: 3
Customer Segment: Basic
Risk Profile: Conservative
Last Interaction: 44 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: No
High Yield Savings: No
Personal Loan: Yes
"
510,23,49048.24,586,111392.62,141,1,0,1,0,1,Premium,Very Aggressive,87362.93,4416.49,76,0,79,0,9,1,0,0,65,0,28,4087.35,0.59,0.0,"Customer Profile:
Age: 23
Income: $49048.24 yearly ($4087.35 monthly)
Credit Score: 586
Account Balance: $111392.62
Total Assets: $87362.93
Monthly Expenses: $4416.49
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.59
Tenure: 141 months
Current Products: 1
Customer Segment: Premium
Risk Profile: Very Aggressive
Last Interaction: 76 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: No
Personal Loan: No
"
511,49,105237.77,421,56655.97,227,3,1,1,1,1,Student,Conservative,31162.79,15.97,70,0,91,1,0,0,38,0,65,1,0,8769.81,0.28,0.7,"Customer Profile:
Age: 49
Income: $105237.77 yearly ($8769.81 monthly)
Credit Score: 421
Account Balance: $56655.97
Total Assets: $31162.79
Monthly Expenses: $15.97
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.28
Tenure: 227 months
Current Products: 3
Customer Segment: Student
Risk Profile: Conservative
Last Interaction: 70 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: No
Personal Loan: Yes
"
512,40,73542.49,504,47409.37,213,4,0,1,1,0,Student,Aggressive,4675.24,206.66,73,1,0,0,74,1,0,1,0,0,99,6128.54,0.56,0.7,"Customer Profile:
Age: 40
Income: $73542.49 yearly ($6128.54 monthly)
Credit Score: 504
Account Balance: $47409.37
Total Assets: $4675.24
Monthly Expenses: $206.66
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.56
Tenure: 213 months
Current Products: 4
Customer Segment: Student
Risk Profile: Aggressive
Last Interaction: 73 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: No
"
513,53,9507.33,723,33151.02,207,2,1,0,0,0,Basic,Very Aggressive,12976.55,1613.25,58,1,0,0,42,0,78,0,17,0,79,792.28,0.57,0.0,"Customer Profile:
Age: 53
Income: $9507.33 yearly ($792.28 monthly)
Credit Score: 723
Account Balance: $33151.02
Total Assets: $12976.55
Monthly Expenses: $1613.25
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.57
Tenure: 207 months
Current Products: 2
Customer Segment: Basic
Risk Profile: Very Aggressive
Last Interaction: 58 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: No
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: No
High Yield Savings: No
Personal Loan: No
"
514,19,41833.66,633,94129.73,40,2,0,1,0,1,Basic,Aggressive,170226.07,4235.48,7,1,0,0,17,1,0,1,0,1,0,3486.14,0.11,0.0,"Customer Profile:
Age: 19
Income: $41833.66 yearly ($3486.14 monthly)
Credit Score: 633
Account Balance: $94129.73
Total Assets: $170226.07
Monthly Expenses: $4235.48
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.11
Tenure: 40 months
Current Products: 2
Customer Segment: Basic
Risk Profile: Aggressive
Last Interaction: 7 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: Yes
"
515,55,45530.14,646,14084.91,142,2,0,1,1,0,Basic,Very Conservative,176359.94,1583.86,19,0,17,1,0,0,34,0,88,1,0,3794.18,0.1,0.58,"Customer Profile:
Age: 55
Income: $45530.14 yearly ($3794.18 monthly)
Credit Score: 646
Account Balance: $14084.91
Total Assets: $176359.94
Monthly Expenses: $1583.86
Savings Ratio: 0.58
Debt-to-Income Ratio: 0.10
Tenure: 142 months
Current Products: 2
Customer Segment: Basic
Risk Profile: Very Conservative
Last Interaction: 19 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: No
Personal Loan: Yes
"
516,69,52607.06,600,12509.16,116,2,1,0,1,1,Basic,Very Aggressive,54490.36,1847.04,98,1,0,0,25,1,0,0,56,1,0,4383.92,0.13,0.58,"Customer Profile:
Age: 69
Income: $52607.06 yearly ($4383.92 monthly)
Credit Score: 600
Account Balance: $12509.16
Total Assets: $54490.36
Monthly Expenses: $1847.04
Savings Ratio: 0.58
Debt-to-Income Ratio: 0.13
Tenure: 116 months
Current Products: 2
Customer Segment: Basic
Risk Profile: Very Aggressive
Last Interaction: 98 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: No
Personal Loan: Yes
"
517,35,99061.68,335,10594.68,234,3,1,0,1,1,Student,Moderate,192356.8,4940.51,3,1,0,1,0,0,35,0,13,0,51,8255.14,0.47,0.4,"Customer Profile:
Age: 35
Income: $99061.68 yearly ($8255.14 monthly)
Credit Score: 335
Account Balance: $10594.68
Total Assets: $192356.80
Monthly Expenses: $4940.51
Savings Ratio: 0.40
Debt-to-Income Ratio: 0.47
Tenure: 234 months
Current Products: 3
Customer Segment: Student
Risk Profile: Moderate
Last Interaction: 3 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: No
Personal Loan: No
"
518,44,61923.39,651,34530.49,66,3,1,1,0,0,Basic,Very Aggressive,8750.2,4040.68,90,1,0,0,22,0,39,1,0,1,0,5160.28,0.27,0.22,"Customer Profile:
Age: 44
Income: $61923.39 yearly ($5160.28 monthly)
Credit Score: 651
Account Balance: $34530.49
Total Assets: $8750.20
Monthly Expenses: $4040.68
Savings Ratio: 0.22
Debt-to-Income Ratio: 0.27
Tenure: 66 months
Current Products: 3
Customer Segment: Basic
Risk Profile: Very Aggressive
Last Interaction: 90 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: No
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: No
High Yield Savings: Yes
Personal Loan: Yes
"
519,59,30520.3,552,136464.47,161,4,1,1,0,1,Standard,Conservative,28847.1,4552.43,36,1,0,0,46,0,73,1,0,0,20,2543.36,0.44,0.0,"Customer Profile:
Age: 59
Income: $30520.30 yearly ($2543.36 monthly)
Credit Score: 552
Account Balance: $136464.47
Total Assets: $28847.10
Monthly Expenses: $4552.43
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.44
Tenure: 161 months
Current Products: 4
Customer Segment: Standard
Risk Profile: Conservative
Last Interaction: 36 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: No
High Yield Savings: Yes
Personal Loan: No
"
520,32,77542.83,406,76980.19,15,3,0,1,1,0,Basic,Conservative,2342.74,2950.66,8,1,0,0,36,0,73,0,85,1,0,6461.9,0.18,0.54,"Customer Profile:
Age: 32
Income: $77542.83 yearly ($6461.90 monthly)
Credit Score: 406
Account Balance: $76980.19
Total Assets: $2342.74
Monthly Expenses: $2950.66
Savings Ratio: 0.54
Debt-to-Income Ratio: 0.18
Tenure: 15 months
Current Products: 3
Customer Segment: Basic
Risk Profile: Conservative
Last Interaction: 8 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: No
High Yield Savings: No
Personal Loan: Yes
"
521,37,40919.94,393,22877.89,170,2,1,1,0,1,Premium,Very Conservative,355761.98,1223.73,89,0,77,1,0,1,0,0,72,1,0,3410.0,0.24,0.64,"Customer Profile:
Age: 37
Income: $40919.94 yearly ($3410.00 monthly)
Credit Score: 393
Account Balance: $22877.89
Total Assets: $355761.98
Monthly Expenses: $1223.73
Savings Ratio: 0.64
Debt-to-Income Ratio: 0.24
Tenure: 170 months
Current Products: 2
Customer Segment: Premium
Risk Profile: Very Conservative
Last Interaction: 89 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: No
Personal Loan: Yes
"
522,66,8881.06,757,63793.11,186,1,1,0,0,0,Student,Moderate,564843.61,4255.02,14,1,0,1,0,0,1,1,0,1,0,740.09,0.34,0.0,"Customer Profile:
Age: 66
Income: $8881.06 yearly ($740.09 monthly)
Credit Score: 757
Account Balance: $63793.11
Total Assets: $564843.61
Monthly Expenses: $4255.02
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.34
Tenure: 186 months
Current Products: 1
Customer Segment: Student
Risk Profile: Moderate
Last Interaction: 14 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: No
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: Yes
Personal Loan: Yes
"
523,19,63111.4,635,29975.05,198,4,1,0,1,1,Senior,Aggressive,114616.48,3551.87,18,1,0,0,96,0,83,0,69,0,90,5259.28,0.2,0.32,"Customer Profile:
Age: 19
Income: $63111.40 yearly ($5259.28 monthly)
Credit Score: 635
Account Balance: $29975.05
Total Assets: $114616.48
Monthly Expenses: $3551.87
Savings Ratio: 0.32
Debt-to-Income Ratio: 0.20
Tenure: 198 months
Current Products: 4
Customer Segment: Senior
Risk Profile: Aggressive
Last Interaction: 18 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: No
High Yield Savings: No
Personal Loan: No
"
524,43,64738.0,638,50274.86,188,2,1,1,0,1,Student,Aggressive,350473.33,2857.61,40,0,25,1,0,1,0,0,46,1,0,5394.83,0.31,0.47,"Customer Profile:
Age: 43
Income: $64738.00 yearly ($5394.83 monthly)
Credit Score: 638
Account Balance: $50274.86
Total Assets: $350473.33
Monthly Expenses: $2857.61
Savings Ratio: 0.47
Debt-to-Income Ratio: 0.31
Tenure: 188 months
Current Products: 2
Customer Segment: Student
Risk Profile: Aggressive
Last Interaction: 40 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: No
Personal Loan: Yes
"
525,76,54684.44,577,15628.77,229,4,1,0,1,1,Student,Aggressive,305067.82,2700.31,42,1,0,1,0,0,56,1,0,0,58,4557.04,0.13,0.41,"Customer Profile:
Age: 76
Income: $54684.44 yearly ($4557.04 monthly)
Credit Score: 577
Account Balance: $15628.77
Total Assets: $305067.82
Monthly Expenses: $2700.31
Savings Ratio: 0.41
Debt-to-Income Ratio: 0.13
Tenure: 229 months
Current Products: 4
Customer Segment: Student
Risk Profile: Aggressive
Last Interaction: 42 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: Yes
Personal Loan: No
"
526,20,34593.43,565,29245.64,185,4,0,1,1,1,Student,Aggressive,36824.85,3525.12,7,0,3,0,34,1,0,0,9,0,28,2882.79,0.18,0.0,"Customer Profile:
Age: 20
Income: $34593.43 yearly ($2882.79 monthly)
Credit Score: 565
Account Balance: $29245.64
Total Assets: $36824.85
Monthly Expenses: $3525.12
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.18
Tenure: 185 months
Current Products: 4
Customer Segment: Student
Risk Profile: Aggressive
Last Interaction: 7 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: No
Personal Loan: No
"
527,35,82176.97,309,15727.64,98,1,1,1,0,1,Standard,Moderate,4781.34,4067.87,41,1,0,1,0,0,67,1,0,0,78,6848.08,0.43,0.41,"Customer Profile:
Age: 35
Income: $82176.97 yearly ($6848.08 monthly)
Credit Score: 309
Account Balance: $15727.64
Total Assets: $4781.34
Monthly Expenses: $4067.87
Savings Ratio: 0.41
Debt-to-Income Ratio: 0.43
Tenure: 98 months
Current Products: 1
Customer Segment: Standard
Risk Profile: Moderate
Last Interaction: 41 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: Yes
Personal Loan: No
"
528,52,48532.4,563,23818.88,67,3,0,0,0,1,Premium,Aggressive,76628.38,1613.58,5,0,26,1,0,1,0,0,29,1,0,4044.37,0.43,0.6,"Customer Profile:
Age: 52
Income: $48532.40 yearly ($4044.37 monthly)
Credit Score: 563
Account Balance: $23818.88
Total Assets: $76628.38
Monthly Expenses: $1613.58
Savings Ratio: 0.60
Debt-to-Income Ratio: 0.43
Tenure: 67 months
Current Products: 3
Customer Segment: Premium
Risk Profile: Aggressive
Last Interaction: 5 days ago
Active Investment: No
Has Mortgage: No
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: No
Personal Loan: Yes
"
529,61,60453.29,462,38614.65,132,3,0,1,0,0,Premium,Moderate,220222.19,486.05,30,1,0,1,0,1,0,1,0,0,64,5037.77,0.28,0.7,"Customer Profile:
Age: 61
Income: $60453.29 yearly ($5037.77 monthly)
Credit Score: 462
Account Balance: $38614.65
Total Assets: $220222.19
Monthly Expenses: $486.05
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.28
Tenure: 132 months
Current Products: 3
Customer Segment: Premium
Risk Profile: Moderate
Last Interaction: 30 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: No
"
530,64,95848.91,419,57130.68,229,3,1,1,0,0,Premium,Very Aggressive,38963.67,-167.75,72,1,0,1,0,0,1,0,69,1,0,7987.41,0.49,0.7,"Customer Profile:
Age: 64
Income: $95848.91 yearly ($7987.41 monthly)
Credit Score: 419
Account Balance: $57130.68
Total Assets: $38963.67
Monthly Expenses: $-167.75
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.49
Tenure: 229 months
Current Products: 3
Customer Segment: Premium
Risk Profile: Very Aggressive
Last Interaction: 72 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: No
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: No
Personal Loan: Yes
"
531,69,41162.27,355,13584.08,153,3,1,0,1,0,Student,Conservative,117260.15,5714.34,57,0,97,1,0,0,60,0,63,1,0,3430.19,0.58,0.0,"Customer Profile:
Age: 69
Income: $41162.27 yearly ($3430.19 monthly)
Credit Score: 355
Account Balance: $13584.08
Total Assets: $117260.15
Monthly Expenses: $5714.34
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.58
Tenure: 153 months
Current Products: 3
Customer Segment: Student
Risk Profile: Conservative
Last Interaction: 57 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: No
Personal Loan: Yes
"
532,45,67163.02,300,14490.18,200,2,0,1,0,0,Standard,Very Aggressive,28580.21,2594.72,90,0,38,1,0,0,86,1,0,0,93,5596.92,0.17,0.54,"Customer Profile:
Age: 45
Income: $67163.02 yearly ($5596.92 monthly)
Credit Score: 300
Account Balance: $14490.18
Total Assets: $28580.21
Monthly Expenses: $2594.72
Savings Ratio: 0.54
Debt-to-Income Ratio: 0.17
Tenure: 200 months
Current Products: 2
Customer Segment: Standard
Risk Profile: Very Aggressive
Last Interaction: 90 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: Yes
Personal Loan: No
"
533,30,85081.11,793,30161.97,114,4,1,1,0,0,Basic,Very Conservative,802659.32,7450.63,35,1,0,1,0,1,0,1,0,1,0,7090.09,0.55,0.0,"Customer Profile:
Age: 30
Income: $85081.11 yearly ($7090.09 monthly)
Credit Score: 793
Account Balance: $30161.97
Total Assets: $802659.32
Monthly Expenses: $7450.63
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.55
Tenure: 114 months
Current Products: 4
Customer Segment: Basic
Risk Profile: Very Conservative
Last Interaction: 35 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: No
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: Yes
"
534,72,83865.58,738,7167.45,194,1,0,0,1,1,Senior,Aggressive,141424.01,2299.23,62,1,0,0,26,0,92,1,0,1,0,6988.8,0.47,0.67,"Customer Profile:
Age: 72
Income: $83865.58 yearly ($6988.80 monthly)
Credit Score: 738
Account Balance: $7167.45
Total Assets: $141424.01
Monthly Expenses: $2299.23
Savings Ratio: 0.67
Debt-to-Income Ratio: 0.47
Tenure: 194 months
Current Products: 1
Customer Segment: Senior
Risk Profile: Aggressive
Last Interaction: 62 days ago
Active Investment: No
Has Mortgage: No
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: No
High Yield Savings: Yes
Personal Loan: Yes
"
535,37,77835.37,526,49959.6,106,3,1,0,0,1,Senior,Conservative,377826.36,3223.77,12,0,59,0,52,1,0,0,95,0,50,6486.28,0.11,0.5,"Customer Profile:
Age: 37
Income: $77835.37 yearly ($6486.28 monthly)
Credit Score: 526
Account Balance: $49959.60
Total Assets: $377826.36
Monthly Expenses: $3223.77
Savings Ratio: 0.50
Debt-to-Income Ratio: 0.11
Tenure: 106 months
Current Products: 3
Customer Segment: Senior
Risk Profile: Conservative
Last Interaction: 12 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: No
Personal Loan: No
"
536,26,51743.71,495,10867.5,39,2,1,1,0,0,Premium,Conservative,91655.1,7304.13,98,1,0,1,0,1,0,0,54,0,33,4311.98,0.42,0.0,"Customer Profile:
Age: 26
Income: $51743.71 yearly ($4311.98 monthly)
Credit Score: 495
Account Balance: $10867.50
Total Assets: $91655.10
Monthly Expenses: $7304.13
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.42
Tenure: 39 months
Current Products: 2
Customer Segment: Premium
Risk Profile: Conservative
Last Interaction: 98 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: No
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: No
Personal Loan: No
"
